	V5	V2	V3	V4	SC_NH4_GAL_20181023	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	V1	Size	InData	FracInData
101	complex101	Baryshnikova2010	YBR081C; YBR236C; YDL115C; YDR176W; YDR392W; YDR448W; YGL151W; YGR097W; YGR252W; YLR055C; YML010W; YNL025C; YOL148C; YPL042C; YPL254W	SPT7; ABD1; IWR1; NGG1; SPT3; ADA2; NUT1; ASK10; GCN5; SPT8; SPT5; SSN8; SPT20; SSN3; HFI1	0.177260429	-0.378455833	0.282939833	-2.031990667	-0.8880305	-1.426033333	-0.4995844	"DNA-directed RNA polymerase II, holoenzyme"	15	7	0.466666667
132	complex132	Baryshnikova2010	YBL099W; YBR039W; YDL004W; YDL181W; YDR298C; YDR322C-A; YDR377W; YJR121W; YKL016C; YLR295C; YML081C-A; YOL077W-A; YPL078C; YPL271W; YPR020W	ATP1; ATP3; ATP16; INH1; ATP5; TIM11; ATP17; ATP2; ATP7; ATP14; ATP18; ATP19; ATP4; ATP15; ATP20	0.2186304	1.7364798	0.86162425	1.0567475	0.623719167	0.395618714	0.4790155	F0/F1 ATP synthase (complex V)	15	7	0.466666667
252	complex252	Baryshnikova2010	YAR002W; YBL079W; YBR111W-A; YDL088C; YDL116W; YDL207W; YDR159W; YDR192C; YDR424C; YER105C; YER107C; YER110C; YFR002W; YGL016W; YGL086W; YGL092W; YGL100W; YGL172W; YGR119C; YHR015W; YIL063C; YIL115C; YJL030W; YJL039C; YJL041W; YJL061W; YJR042W; YKL057C; YKL068W; YKL186C; YKR082W; YLR018C; YLR208W; YLR335W; YLR347C; YML031W; YML103C; YML107C; YMR047C; YMR129W; YMR153W; YMR255W; YMR273C; YNL189W; YOL072W; YOR046C; YOR098C; YOR112W; YOR257W; YPL020C; YPL125W; YPL169C	NUP60; NUP170; SUS1; ASM4; NUP84; GLE1; SAC3; NUP42; DYN2; NUP157; GLE2; KAP123; NIC96; KAP122; MAD1; NUP145; SEH1; NUP49; NUP57; MIP6; YRB2; NUP159; MAD2; NUP192; NSP1; NUP82; NUP85; NUP120; NUP100; MTR2; NUP133; POM34; SEC13; NUP2; KAP95; NDC1; NUP188; PML39; NUP116; POM152; NUP53; GFD1; ZDS1; SRP1; THP1; DBP5; NUP1; CEX1; CDC31; ULP1; KAP120; MEX67	0.288462864	0.173057	-0.031351412	-0.083121455	-0.120219864	0.129614238	-0.258580913	nuclear pore	52	24	0.461538462
67	complex67	Benschop2010	YBR107C; YBR211C; YDR254W; YDR318W; YDR383C; YGR179C; YJR135C; YLR315W; YLR381W; YPL018W; YPR046W	IML3; AME1; CHL4; MCM21; NKP1; OKP1; MCM22; NKP2; CTF3; CTF19; MCM16	-0.1090694	0.4175134	-0.5253318	0.43212	0.4339412	0.643429	0.2266184	COMA complex	11	5	0.454545455
208	complex208	Baryshnikova2010	YDL067C; YGL187C; YGL191W; YHR051W; YIL111W; YLR038C; YLR395C; YMR256C; YNL052W	COX9; COX4; COX13; COX6; COX5B; COX12; COX8; COX7; COX5A	0.324839	0.86524175	0.1876295	0.073183	0.125968	-0.34767775	0.252254	mitochondrial respiratory chain complex IV	9	4	0.444444444
55	complex55	Baryshnikova2010	YAL021C; YBR279W; YDR138W; YGL244W; YLR418C; YOL145C; YOR123C	CCR4; PAF1; HPR1; RTF1; CDC73; CTR9; LEO1	1.372334	-1.4565295	-1.712667	-0.640188	-1.7360435	-2.2357455	-1.6826685	Cdc73p/Paf1p complex	7	3	0.428571429
172	complex172	Benschop2010 & Baryshnikova2010	YDL002C; YDR190C; YER092W; YFL013C; YFL039C; YGL150C; YJL081C; YLR052W; YNL059C; YNL215W; YOR141C; YOR189W; YPL129W; YPL235W	NHP10; RVB1; IES5; IES1; ACT1; INO80; ARP4; IES3; ARP5; IES2; ARP8; IES4; TAF14; RVB2	-0.795495833	0.2038084	-0.376991167	-1.8426528	-1.488786	-1.335255667	-1.2137105	INO80 complex	14	6	0.428571429
108	complex108	Baryshnikova2010	YAL003W; YBR118W; YKL081W; YPL048W; YPR080W	EFB1; TEF2; TEF4; CAM1; TEF1	-0.832375	-0.205306	-0.4814705	-1.0219785	-2.16171	-1.1408615	-1.246432	eEF1	5	2	0.4
111	complex111	Baryshnikova2010	YGR262C; YJL184W; YKR038C; YKR095W-A; YML036W	BUD32; GON7; KAE1; PCC1; CGI121	-2.381629	0.3700395	-0.477689	-0.6242915	-0.509581	-1.3869415	-0.6816435	EKC/KEOPS protein complex	5	2	0.4
117	complex117	Baryshnikova2010	YBR278W; YDR121W; YJL090C; YNL262W; YPR175W	DPB3; DPB4; DPB11; POL2; DPB2	-0.5050915	-1.8719735	-1.0446	-1.2279835	-1.2579075	-1.2139145	-1.2394955	epsilon DNA polymerase complex	5	2	0.4
554	complex554	Benschop2010	YHR186C; YJR066W; YKL203C; YNL006W; YPL180W	KOG1; TOR1; TOR2; LST8; TCO89	0.2924015	-0.417214	-1.3848735	0.7479725	0.0891855	0.628376	-0.521277	TORC1 complex (GO)	5	2	0.4
154	complex154	Baryshnikova2010	YBR127C; YDL185W; YEL027W; YEL051W; YGR020C; YHR026W; YHR039C-A; YKL080W; YLR447C; YMR054W; YOR332W; YPL234C; YPR036W	VMA2; VMA1; VMA3; VMA8; VMA7; VMA16; VMA10; VMA5; VMA6; STV1; VMA4; VMA11; VMA13	-1.19397425	-0.738987	-1.116618333	-1.66680125	-1.29488175	-1.927498	-1.448033	"H+-transporting ATPase, Golgi"	13	5	0.384615385
155	complex155	Baryshnikova2010	YBR127C; YDL185W; YEL027W; YEL051W; YGR020C; YHR026W; YHR039C-A; YKL080W; YLR447C; YOR270C; YOR332W; YPL234C; YPR036W	VMA2; VMA1; VMA3; VMA8; VMA7; VMA16; VMA10; VMA5; VMA6; VPH1; VMA4; VMA11; VMA13	-1.11181125	-0.47267775	-0.78865425	-1.453844	-1.184959	-1.74764025	-1.37221375	"H+-transporting ATPase, vacuolar"	13	5	0.384615385
202	complex202	Benschop2010	YGR082W; YKL195W; YMR203W; YNL070W; YNL121C; YNL131W; YOR045W; YPR133W-A	TOM20; MIA40; TOM40; TOM7; TOM70; TOM22; TOM6; TOM5	-0.439033	-0.188147667	0.194889667	-0.238453	-0.099636	0.218268333	-0.145323667	mitochondrial outer membrane translocase complex (GO)	8	3	0.375
179	complex179	Baryshnikova2010 & Baryshnikova2010	YBL093C; YBR193C; YBR253W; YCR081W; YDL005C; YDL140C; YDR308C; YDR443C; YER022W; YGL025C; YGL127C; YGL151W; YGR104C; YHR041C; YHR058C; YLR071C; YMR112C; YNL025C; YNL236W; YNR010W; YOL051W; YOL135C; YOR174W; YPL042C; YPL129W; YPR070W; YPR168W	ROX3; MED8; SRB6; SRB8; MED2; RPO21; SRB7; SSN2; SRB4; PGD1; SOH1; NUT1; SRB5; SRB2; MED6; RGR1; MED11; SSN8; SIN4; CSE2; GAL11; MED7; MED4; SSN3; TAF14; MED1; NUT2	0.9650882	-0.001148556	-0.230710375	-2.26529125	-0.988464429	-1.079835667	-0.951357429	Kornberg's mediator (SRB) complex	27	10	0.37037037
71	complex71	Baryshnikova2010	YAL007C; YAL042W; YAR002C-A; YDL195W; YGL200C; YIL109C; YLR208W; YML012W; YPL085W; YPL218W; YPR181C	ERP2; ERV46; ERP1; SEC31; EMP24; SEC24; SEC13; ERV25; SEC16; SAR1; SEC23	0.257642667	-1.345502333	-0.320545	-0.71224	-0.365472	-0.57736725	-0.01152325	COPII	11	4	0.363636364
10	complex10	Baryshnikova2010	YDR245W; YEL036C; YJL183W; YJR075W; YML115C; YPL050C	MNN10; ANP1; MNN11; HOC1; VAN1; MNN9	0.503901	-0.4153145	-2.979042	0.744439	-0.4603435	0.8107995	-0.7622375	"alpha-1,6-mannosyltransferase complex"	6	2	0.333333333
44	complex44	Baryshnikova2010	YAL021C; YCR093W; YDL165W; YER068W; YGR134W; YIL038C; YNL288W; YNR052C; YPR072W	CCR4; CDC39; CDC36; MOT2; CAF130; NOT3; CAF40; POP2; NOT5	-0.629525333	-0.949376333	-0.7627305	-1.019971	-0.373875333	-0.737455	-0.586088667	CCR4-NOT core complex	9	3	0.333333333
57	complex57	Baryshnikova2010	YBL061C; YBR023C; YHR142W; YJL099W; YLR330W; YOL003C	SKT5; CHS3; CHS7; CHS6; CHS5; PFA4	-3.3313525	-4.389087	-3.2977055	-4.0804185	-1.995744	-3.753119	-2.24904	chitin biosynth pathway	6	2	0.333333333
178	complex178	Baryshnikova2010	YBR211C; YBR233W-A; YCL029C; YDR320C-A; YDR328C; YDR356W; YDR383C; YFR046C; YGR063C; YIR010W; YJR060W; YJR112W; YKL049C; YKL138C-A; YLR045C; YLR315W; YOR073W; YPL233W	AME1; DAD3; BIK1; DAD4; SKP1; SPC110; NKP1; CNN1; SPT4; DSN1; CBF1; NNF1; CSE4; HSK3; STU2; NKP2; SGO1; NSL1	0.325488833	-0.015723667	-0.6795416	-0.104625667	0.123044833	0.2807968	-0.0780755	kinetochore	18	6	0.333333333
250	complex250	Baryshnikova2010	YDL003W; YDR014W; YFL008W; YIL026C; YJL074C; YPR007C	MCD1; RAD61; SMC1; IRR1; SMC3; REC8	-0.3390555	0.1472645	-0.1950955	-0.2201085	0.1683405	-0.808378	0.1184155	nuclear cohesin complex	6	2	0.333333333
486	complex486	Baryshnikova2010	YBL025W; YBR009C; YBR010W; YLR141W; YMR270C; YOR295W	RRN10; HHF1; HHT1; RRN5; RRN9; UAF30	1.120928	0.5293855	0.6772165	-1.259162	NaN	-0.8758365	-0.1569675	RNA polymerase I upstream activating factor complex	6	2	0.333333333
545	complex545	Baryshnikova2010	YBR289W; YDR073W; YFL049W; YGR275W; YHL025W; YJL176C; YMR033W; YNR023W; YOR290C; YPL016W; YPL129W; YPR034W	SNF5; SNF11; SWP82; RTT102; SNF6; SWI3; ARP9; SNF12; SNF2; SWI1; TAF14; ARP7	-0.23462975	-0.385719667	-0.10291275	-1.057424	-0.793884	-0.9330265	-1.108905667	SWI/SNF complex	12	4	0.333333333
586	complex586	Baryshnikova2010	YCL031C; YGL019W; YGR090W; YIL035C; YOR039W; YOR061W	RRP7; CKB1; UTP22; CKA1; CKB2; CKA2	-0.442815	-0.7388995	-2.345543	-2.745512	-1.5344165	-2.09643	-1.7698425	UTP C complex	6	2	0.333333333
590	complex590	Benschop2010	YBR127C; YDL185W; YEL051W; YGR020C; YHR039C-A; YJR033C; YKL080W; YOR332W; YPR036W	VMA2; VMA1; VMA8; VMA7; VMA10; RAV1; VMA5; VMA4; VMA13	0.145183333	-0.308295	0.173676667	-1.9277595	-1.51451	-2.2340625	-1.12191	"vacuolar proton-transporting V-type ATPase, V1 domain"	9	3	0.333333333
56	complex56	Benschop2010 & Baryshnikova2010	YAL005C; YDL143W; YDR171W; YDR188W; YDR212W; YIL142W; YJL008C; YJL014W; YJL111W; YJR064W; YLL024C; YNL212W; YOR281C	SSA1; CCT4; HSP42; CCT6; TCP1; CCT2; CCT8; CCT3; CCT7; CCT5; SSA2; VID27; PLP2	0.237600333	0.134749333	0.245492	0.07649875	-0.059554333	-0.190051	-0.100789	chaperonin-containing T-complex	13	4	0.307692308
249	complex249	Baryshnikova2010	YDR359C; YEL018W; YFL024C; YFL039C; YGR002C; YHR090C; YHR099W; YJL081C; YJR082C; YNL107W; YNL136W; YOR244W; YPR023C	EAF1; EAF5; EPL1; ACT1; SWC4; YNG2; TRA1; ARP4; EAF6; YAF9; EAF7; ESA1; EAF3	1.5303315	0.9275115	0.922517	-0.13328225	0.052123	0.038146333	0.18725775	NuA4 histone acetyltransferase complex	13	4	0.307692308
253	complex253	Benschop2010	YBR275C; YDL042C; YDL220C; YDR082W; YDR227W; YGR099W; YLR010C; YLR150W; YLR442C; YLR453C; YNL216W	RIF1; SIR2; CDC13; STN1; SIR4; TEL2; TEN1; STM1; SIR3; RIF2; RAP1	-1.812913	-1.594739	-0.828216667	-0.475729	-0.3124	0.101694333	-0.336978667	nuclear telomere cap complex (GO)	11	3	0.272727273
100	complex100	Baryshnikova2010	YBR154C; YDR156W; YHR143W-A; YIL021W; YJL148W; YJR063W; YNL113W; YNL248C; YOR210W; YOR224C; YOR340C; YOR341W; YPR010C; YPR110C; YPR187W	RPB5; RPA14; RPC10; RPB3; RPA34; RPA12; RPC19; RPA49; RPB10; RPB8; RPA43; RPA190; RPA135; RPC40; RPO26	-0.29239775	-0.32662275	-0.500688	-0.0234905	0.025838333	-0.25073425	-0.133058	DNA-directed RNA polymerase I complex	15	4	0.266666667
487	complex487	Benschop2010 & Baryshnikova2010	YBR154C; YDL115C; YDL140C; YDR404C; YGL043W; YGL070C; YGR005C; YGR063C; YGR186W; YHR143W-A; YIL021W; YJL140W; YML010W; YOL005C; YOR151C; YOR210W; YOR224C; YPL129W; YPR187W	RPB5; IWR1; RPO21; RPB7; DST1; RPB9; TFG2; SPT4; TFG1; RPC10; RPB3; RPB4; SPT5; RPB11; RPB2; RPB10; RPB8; TAF14; RPO26	0.0106582	0.3765704	-0.261471	-1.89003475	-1.4493884	-2.20285075	-1.0314484	RNA polymerase II complex	19	5	0.263157895
523	complex523	Baryshnikova2010	YBR081C; YBR198C; YDR145W; YDR167W; YDR176W; YDR392W; YDR448W; YER164W; YGL066W; YGL112C; YGL252C; YGR252W; YGR274C; YHR099W; YLR055C; YMR223W; YMR236W; YOL148C; YPL254W	SPT7; TAF5; TAF12; TAF10; NGG1; SPT3; ADA2; CHD1; SGF73; TAF6; RTG2; GCN5; TAF1; TRA1; SPT8; UBP8; TAF9; SPT20; HFI1	0.3151362	0.2434592	-0.187309	-0.134508	-0.2095395	-0.542792	-0.17843425	SLIK (SAGA-like) complex	19	5	0.263157895
490	complex490	Benschop2010	YBR289W; YCR020W-B; YCR052W; YDR073W; YDR225W; YDR303C; YFL049W; YFR037C; YGL013C; YGR056W; YGR275W; YHL025W; YHR056C; YIL126W; YJL176C; YKR008W; YLR033W; YLR321C; YLR357W; YML127W; YMR033W; YMR091C; YNR023W; YOR156C; YOR290C; YPL016W; YPR034W	SNF5; HTL1; RSC6; SNF11; HTA1; RSC3; SWP82; RSC8; PDR1; RSC1; RTT102; SNF6; RSC30; STH1; SWI3; RSC4; RSC58; SFH1; RSC2; RSC9; ARP9; NPL6; SNF12; NFI1; SNF2; SWI1; ARP7	0.501503667	-0.390601333	-0.023886667	-0.1857304	0.05047225	0.0444036	-0.2894485	RSC complex (JB)	27	7	0.259259259
13	complex13	Baryshnikova2010	YBL084C; YDL008W; YDR118W; YDR260C; YFR036W; YGL003C; YGL116W; YGL240W; YGR225W; YHR166C; YIR025W; YKL022C; YLR102C; YLR127C; YNL172W; YOR249C	CDC27; APC11; APC4; SWM1; CDC26; CDH1; CDC20; DOC1; AMA1; CDC23; MND2; CDC16; APC9; APC2; APC1; APC5	-0.10274225	-1.101046	-0.813362	-1.467188	-1.0268175	-2.109972333	-0.353918667	anaphase-promoting complex	16	4	0.25
70	complex70	Benschop2010	YDL145C; YDR238C; YER122C; YFR051C; YGL137W; YIL076W; YNL287W; YPL010W	COP1; SEC26; GLO3; RET2; SEC27; SEC28; SEC21; RET3	1.564362	0.409744	-2.2069355	-2.215901	-1.1123645	-0.3681005	-0.3400195	COPI vesicle coat	8	2	0.25
533	complex533	Benschop2010	YAL032C; YBR065C; YCR063W; YDL209C; YDR364C; YDR416W; YGL120C; YGL128C; YGR278W; YJR050W; YLL036C; YLR117C; YLR424W; YMR213W; YPL151C; YPR101W	PRP45; ECM2; BUD31; CWC2; CDC40; SYF1; PRP43; CWC23; CWC22; ISY1; PRP19; CLF1; SPP382; CEF1; PRP46; SNT309	-0.46221825	-0.817721	-1.667724667	-0.683395667	-0.774619	-0.984333	-0.7941775	spliceosome	16	4	0.25
498	complex498	Baryshnikova2010	YBR081C; YBR111W-A; YBR198C; YCL010C; YDR145W; YDR167W; YDR176W; YDR392W; YDR448W; YER164W; YGL066W; YGL112C; YGR252W; YGR274C; YHR099W; YLR055C; YMR223W; YMR227C; YMR236W; YOL148C; YPL047W; YPL254W	SPT7; SUS1; TAF5; SGF29; TAF12; TAF10; NGG1; SPT3; ADA2; CHD1; SGF73; TAF6; GCN5; TAF1; TRA1; SPT8; UBP8; TAF7; TAF9; SPT20; SGF11; HFI1	0.743288	0.1388276	-0.147979	-0.522739667	-0.1887775	-0.831801333	0.13263125	SAGA complex	22	5	0.227272727
72	complex72	Baryshnikova2010	YDL195W; YDR517W; YHR098C; YIL109C; YLR208W; YNL049C; YPL085W; YPL218W; YPR181C	SEC31; GRH1; SFB3; SEC24; SEC13; SFB2; SEC16; SAR1; SEC23	0.7593585	0.2518925	0.1523435	0.624597	0.23604	0.515576	0.556211	COPII vesicle coat	9	2	0.222222222
265	complex265	Benschop2010	YDL232W; YEL002C; YGL022W; YGL226C-A; YJL002C; YML019W; YMR149W; YOR085W; YOR103C	OST4; WBP1; STT3; OST5; OST1; OST6; SWP1; OST3; OST2	0.3987795	-2.22832	-0.666482	-1.1217615	-0.1375435	-0.463828	-0.1500425	oligosaccharyl transferase complex (GO)	9	2	0.222222222
302	complex302	Benschop2010	YCR072C; YDR101C; YER126C; YGR245C; YHR085W; YLR074C; YLR106C; YNL182C; YNR053C	RSA4; ARX1; NSA2; SDA1; IPI1; BUD20; MDN1; IPI3; NOG2	-0.2678015	-1.806266	-1.230039	0.236895	-0.961618	0.45951	-0.494659	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex	9	2	0.222222222
7	complex7	Baryshnikova2010	YBR081C; YBR198C; YDR167W; YDR176W; YDR392W; YDR448W; YGR252W; YOL148C; YOR023C; YPL254W	SPT7; TAF5; TAF10; NGG1; SPT3; ADA2; GCN5; SPT20; AHC1; HFI1	-0.1648955	0.0442945	0.3639715	-0.013198	0.487993	0.349007	0.352867	Ada2/Gcn5/Ada3 transcription activator complex	10	2	0.2
61	complex61	Baryshnikova2010	YBR195C; YDL042C; YDR227W; YKR101W; YLR442C	MSI1; SIR2; SIR4; SIR1; SIR3	-1.896746	-1.0953	-2.601872	-2.920848	-2.715183	-2.378255	-1.947604	chromatin silencing complex	5	1	0.2
80	complex80	Benschop2010	YCL031C; YGR090W; YLR223C; YOR039W; YPR104C	RRP7; UTP22; IFH1; CKB2; FHL1	-0.92207	-0.993076	-1.598441	-3.72026	-2.01965	-3.15142	-3.025122	CURI complex (GO)	5	1	0.2
99	complex99	Baryshnikova2010	YBR087W; YER173W; YJR068W; YNL290W; YOL094C	RFC5; RAD24; RFC2; RFC3; RFC4	-0.030018	0.558054	0.350532	-0.500931	-0.254372	NaN	-0.480893	DNA replication factor C complex (Rad24p)	5	1	0.2
245	complex245	Baryshnikova2010	YJR041C; YKL014C; YLR221C; YNR038W; YOL144W	URB2; URB1; RSA3; DBP6; NOP8	0.133039	0.205541	0.198478	0.123548	-0.056484	0.069216	-0.15504	Npa2p-containing subcomplex	5	1	0.2
255	complex255	Benschop2010	YBR247C; YGR081C; YJL010C; YKL143W; YNL178W	ENP1; SLX9; NOP9; LTV1; RPS3	0.4156	NaN	NaN	NaN	0.349624	0.443747	0.110621	"nucleolar preribosome, small subunit precursor (GO)"	5	1	0.2
315	complex315	Benschop2010	YBR109C; YGL106W; YHR023W; YOR326W; YPR188C	CMD1; MLC1; MYO1; MYO2; MLC2	-0.542832	-0.254187	-0.360397	0.263042	0.016413	0.395745	0.210862	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex	5	1	0.2
420	complex420	Benschop2010	YCR012W; YGR192C; YHR174W; YKL060C; YKL152C	PGK1; TDH3; ENO2; FBA1; GPM1	-0.437514	-0.426916	-0.257525	-0.614861	-1.639847	NaN	NaN	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex	5	1	0.2
501	complex501	Benschop2010	YDL132W; YDR054C; YGL252C; YJL047C; YOL133W	CDC53; CDC34; RTG2; RTT101; HRT1	1.14071	-1.296001	-3.26209	0.329251	-0.358278	0.365122	-0.795469	SCF ubiquitin ligase complex (JB)	5	1	0.2
567	complex567	Benschop2010	YBR254C; YDR108W; YDR246W; YDR407C; YDR472W; YGR166W; YKR068C; YML077W; YMR218C; YOR115C	TRS20; TRS85; TRS23; TRS120; TRS31; TRS65; BET3; BET5; TRS130; TRS33	1.119369	-0.2598135	0.126373	-0.731479	-0.3594075	0.10735	0.166333	TRAPP complex	10	2	0.2
131	complex131	Benschop2010 & Baryshnikova2010	YCR035C; YDL111C; YDR280W; YGR095C; YGR158C; YGR195W; YHR069C; YHR081W; YNL189W; YNL232W; YNL251C; YNR024W; YOL021C; YOL142W; YOR001W; YOR076C	RRP43; RRP42; RRP45; RRP46; MTR3; SKI6; RRP4; LRP1; SRP1; CSL4; NRD1; MPP6; DIS3; RRP40; RRP6; SKI7	0.896945667	0.176932333	0.150522667	-0.763642333	-0.443736333	-0.867613	-0.210781333	exosome (RNase complex)	16	3	0.1875
127	complex127	Benschop2010 & Baryshnikova2010	YAL035W; YBR079C; YDR091C; YDR429C; YLR192C; YMR012W; YMR146C; YMR309C; YNL244C; YOR361C; YPR041W	FUN12; RPG1; RLI1; TIF35; HCR1; CLU1; TIF34; NIP1; SUI1; PRT1; TIF5	0.763654	0.5282235	0.7653235	0.867422	0.769985	0.705644	0.6995825	eukaryotic translation initiation factor 3 complex	11	2	0.181818182
530	complex530	Benschop2010	YBL026W; YCR077C; YDL160C; YDR378C; YER112W; YER146W; YJL124C; YJR022W; YLR438C-A; YMR268C; YNL147W	LSM2; PAT1; DHH1; LSM6; LSM4; LSM5; LSM1; LSM8; LSM3; PRP24; LSM7	-1.595539	-1.302527	NaN	1.00854	0.0976825	1.157601	-0.0041	snRNP U6	11	2	0.181818182
491	complex491	Baryshnikova2010	YBL006C; YCR020W-B; YCR052W; YDR303C; YFR037C; YGR056W; YGR275W; YHR056C; YIL126W; YKR008W; YLR033W; YLR321C; YLR357W; YML127W; YMR033W; YMR091C; YPR034W	LDB7; HTL1; RSC6; RSC3; RSC8; RSC1; RTT102; RSC30; STH1; RSC4; RSC58; SFH1; RSC2; RSC9; ARP9; NPL6; ARP7	0.620039	NaN	-0.270785	0.055058	NaN	0.054325	NaN	RSC complex (AB)	17	3	0.176470588
74	complex74	Baryshnikova2010	YAL002W; YDR495C; YLR148W; YLR396C; YMR231W; YPL045W	VPS8; VPS3; PEP3; VPS33; PEP5; VPS16	NaN	NaN	NaN	-2.454908	0.973516	-0.523273	0.039545	CORVET complex	6	1	0.166666667
112	complex112	Benschop2010	YBR087W; YJR068W; YNL290W; YOL094C; YOR144C; YOR217W	RFC5; RFC2; RFC3; RFC4; ELG1; RFC1	1.306184	-0.401325	-1.515769	-2.368969	-2.347175	-1.100106	-1.174788	Elg1 RFC-like complex	6	1	0.166666667
198	complex198	Benschop2010	YGR033C; YJL104W; YJL143W; YLR008C; YNR017W; YPL063W	TIM21; PAM16; TIM17; PAM18; TIM23; TIM50	-2.925131	-0.73427	-1.344275	-0.796116	-0.614057	-1.479853	-0.944555	mitochondrial inner membrane presequence translocase complex (GO)	6	1	0.166666667
254	complex254	Benschop2010	YER126C; YGR103W; YLR022C; YLR221C; YNR038W; YPL093W	NSA2; NOP7; SDO1; RSA3; DBP6; NOG1	0.133039	0.205541	0.198478	0.123548	-0.056484	0.069216	-0.15504	"nucleolar preribosome, large subunit precursor (GO)"	6	1	0.166666667
506	complex506	Benschop2010	YCR002C; YDL225W; YHR107C; YJR076C; YJR092W; YLR314C	CDC10; SHS1; CDC12; CDC11; BUD4; CDC3	-0.939926	-1.796883	-1.204004	-1.28594	-1.037974	-0.605366	-0.026262	septin complex	6	1	0.166666667
564	complex564	Benschop2010	YAL001C; YBR123C; YDR362C; YGR047C; YOR110W; YPL007C	TFC3; TFC1; TFC6; TFC4; TFC7; TFC8	1.166674	-0.575364	-1.568912	-0.105513	0.083342	-0.354877	-0.146981	transcription factor TFIIIC complex	6	1	0.166666667
596	complex596	BJV curation	YDL007W; YDL097C; YDL147W; YDR363W-A; YDR394W; YDR427W; YER021W; YFR004W; YFR052W; YGL048C; YHR027C; YHR200W; YIL075C; YKL145W; YLR421C; YOR117W; YOR259C; YOR261C; YPR108W	RPT2; RPN6; RPN5; SEM1; RPT3; RPN9; RPN3; RPN11; RPN12; RPT6; RPN1; RPN10; RPN2; RPT1; RPN13; RPT5; RPT4; RPN8; RPN7	-0.211845	-0.029304667	-0.044506	-0.950523333	-1.058279	-1.166427667	-1.018543667	19S proteasome regulatory particle	19	3	0.157894737
9	complex9	Baryshnikova2010	YBL035C; YGL207W; YIR008C; YKL017C; YKL045W; YML069W; YNL102W	POL12; SPT16; PRI1; HCS1; PRI2; POB3; POL1	-0.318686	-0.139471	-0.096594	0.407434	NaN	-0.201617	0.227742	alpha DNA polymerase:primase complex	7	1	0.142857143
68	complex68	Baryshnikova2010	YBR119W; YDL087C; YDR235W; YDR240C; YER029C; YFL017W-A; YGR013W; YGR074W; YHR086W; YIL061C; YKL012W; YKL074C; YLR116W; YLR147C; YLR275W; YLR298C; YML046W; YMR125W; YOR159C; YPL178W; YPR182W	MUD1; LUC7; PRP42; SNU56; SMB1; SMX2; SNU71; SMD1; NAM8; SNP1; PRP40; MUD2; MSL5; SMD3; SMD2; YHC1; PRP39; STO1; SME1; CBC2; SMX3	0.0484985	0.526686	0.7519675	0.905701	0.454628667	0.752987	0.252587333	commitment complex	21	3	0.142857143
98	complex98	Baryshnikova2010	YBR087W; YCL016C; YHR191C; YJR068W; YMR078C; YNL290W; YOL094C	RFC5; DCC1; CTF8; RFC2; CTF18; RFC3; RFC4	1.739603	-1.989557	-2.600654	NaN	-2.093897	-2.550059	-1.860701	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	7	1	0.142857143
166	complex166	Benschop2010	YAL002W; YDL077C; YDR080W; YLR148W; YLR396C; YMR231W; YPL045W	VPS8; VAM6; VPS41; PEP3; VPS33; PEP5; VPS16	NaN	NaN	NaN	-2.454908	0.973516	-0.523273	0.039545	HOPS complex	7	1	0.142857143
261	complex261	Baryshnikova2010	YDR311W; YER171W; YGR258C; YIL143C; YLR005W; YPL122C; YPR056W	TFB1; RAD3; RAD2; SSL2; SSL1; TFB2; TFB4	0.379408	0.201703	0.546956	0.720901	0.081849	0.568723	0.415433	nucleotide-excision repair factor 3 complex	7	1	0.142857143
287	complex287	Baryshnikova2010	YIL022W; YJL104W; YJR045C; YKR065C; YLR008C; YNL328C; YOR232W	TIM44; PAM16; SSC1; PAM17; PAM18; MDJ2; MGE1	-0.36531	1.433551	1.450538	-0.099319	-0.903774	-0.58328	0.155838	presequence translocase-associated import motor	7	1	0.142857143
317	complex317	Benschop2010	YBL040C; YBR017C; YEL022W; YGR218W; YJR077C; YML085C; YOR160W	ERD2; KAP104; GEA2; CRM1; MIR1; TUB1; MTR10	2.369797	1.449708	1.29188	1.928018	2.40356	1.68635	0.685372	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex	7	1	0.142857143
513	complex513	Benschop2010	YDL051W; YDL092W; YKL122C; YML105C; YPL210C; YPL243W; YPR088C	LHP1; SRP14; SRP21; SEC65; SRP72; SRP68; SRP54	0.268229	0.040243	0.264234	-0.490464	0.056383	0.120172	-0.165899	signal recognition particle	7	1	0.142857143
20	complex20	Baryshnikova2010	YBR234C; YDL029W; YIL062C; YJR065C; YKL013C; YLR370C; YLR429W; YNR035C	ARC40; ARP2; ARC15; ARP3; ARC19; ARC18; CRN1; ARC35	NaN	NaN	NaN	-0.353571	-0.108497	0.006488	-0.666433	Arp2/3 protein complex	8	1	0.125
